indicator,level,name,year,grp,estimate,moe,share,sharemoe
race,3_regions,Greater New Haven,2017,other_race,33966,1927,0.073,0.004
race,3_regions,Greater Waterbury,2017,total_pop,335631,323,NA,NA
race,3_regions,Greater Waterbury,2017,hispanic,53974,1993,0.161,0.006
race,3_regions,Greater Waterbury,2017,white,238561,2376,0.711,0.007
race,3_regions,Greater Waterbury,2017,black,25659,1483,0.076,0.004
race,3_regions,Greater Waterbury,2017,other_race,17437,1580,0.052,0.005
race,3_regions,Lower Naugatuck Valley,2017,total_pop,140243,71,NA,NA
race,3_regions,Lower Naugatuck Valley,2017,hispanic,17441,1609,0.124,0.011
race,3_regions,Lower Naugatuck Valley,2017,white,109789,1930,0.783,0.014
race,3_regions,Lower Naugatuck Valley,2017,black,6463,1013,0.046,0.007
race,3_regions,Lower Naugatuck Valley,2017,other_race,6550,1039,0.047,0.007
race,4_towns,Andover,2017,total_pop,3179,133,NA,NA
race,4_towns,Andover,2017,hispanic,92,80,0.029,0.025
race,4_towns,Andover,2017,white,2968,179,0.934,0.041
race,4_towns,Andover,2017,black,65,88,0.02,0.028
race,4_towns,Andover,2017,other_race,54,50,0.017,0.016
race,4_towns,Ansonia,2017,total_pop,18953,27,NA,NA
race,4_towns,Ansonia,2017,hispanic,4110,699,0.217,0.037
race,4_towns,Ansonia,2017,white,11943,741,0.63,0.039
race,4_towns,Ansonia,2017,black,2166,518,0.114,0.027
race,4_towns,Ansonia,2017,other_race,734,310,0.039,0.016
race,4_towns,Ashford,2017,total_pop,4254,25,NA,NA
race,4_towns,Ashford,2017,hispanic,155,105,0.036,0.025
race,4_towns,Ashford,2017,white,3964,136,0.932,0.031
race,4_towns,Ashford,2017,black,55,72,0.013,0.017
race,4_towns,Ashford,2017,other_race,80,65,0.019,0.015
race,4_towns,Avon,2017,total_pop,18381,27,NA,NA
race,4_towns,Avon,2017,hispanic,584,292,0.032,0.016
race,4_towns,Avon,2017,white,15182,451,0.826,0.025
race,4_towns,Avon,2017,black,53,40,0.003,0.002
race,4_towns,Avon,2017,other_race,2562,381,0.139,0.021
race,4_towns,Barkhamsted,2017,total_pop,3693,17,NA,NA
race,4_towns,Barkhamsted,2017,hispanic,28,43,0.008,0.012
race,4_towns,Barkhamsted,2017,white,3549,123,0.961,0.033
race,4_towns,Barkhamsted,2017,black,2,4,0.001,0.001
race,4_towns,Barkhamsted,2017,other_race,114,122,0.031,0.033
race,4_towns,Beacon Falls,2017,total_pop,6108,18,NA,NA
race,4_towns,Beacon Falls,2017,hispanic,433,404,0.071,0.066
race,4_towns,Beacon Falls,2017,white,5476,444,0.897,0.073
race,4_towns,Beacon Falls,2017,black,115,107,0.019,0.018
race,4_towns,Beacon Falls,2017,other_race,84,74,0.014,0.012
race,4_towns,Berlin,2017,total_pop,20584,23,NA,NA
race,4_towns,Berlin,2017,hispanic,1030,339,0.05,0.016
race,4_towns,Berlin,2017,white,18781,467,0.912,0.023
race,4_towns,Berlin,2017,black,194,208,0.009,0.01
race,4_towns,Berlin,2017,other_race,579,290,0.028,0.014
race,4_towns,Bethany,2017,total_pop,5526,19,NA,NA
race,4_towns,Bethany,2017,hispanic,354,245,0.064,0.044
race,4_towns,Bethany,2017,white,4752,276,0.86,0.05
race,4_towns,Bethany,2017,black,67,87,0.012,0.016
race,4_towns,Bethany,2017,other_race,353,151,0.064,0.027
race,4_towns,Bethel,2017,total_pop,19526,44,NA,NA
race,4_towns,Bethel,2017,hispanic,1378,332,0.071,0.017
race,4_towns,Bethel,2017,white,16365,535,0.838,0.027
race,4_towns,Bethel,2017,black,423,298,0.022,0.015
race,4_towns,Bethel,2017,other_race,1360,294,0.07,0.015
race,4_towns,Bethlehem,2017,total_pop,3490,25,NA,NA
race,4_towns,Bethlehem,2017,hispanic,32,28,0.009,0.008
race,4_towns,Bethlehem,2017,white,3357,91,0.962,0.025
race,4_towns,Bethlehem,2017,black,34,37,0.01,0.011
race,4_towns,Bethlehem,2017,other_race,67,88,0.019,0.025
race,4_towns,Bloomfield,2017,total_pop,20848,27,NA,NA
race,4_towns,Bloomfield,2017,hispanic,1072,373,0.051,0.018
race,4_towns,Bloomfield,2017,white,6439,464,0.309,0.022
race,4_towns,Bloomfield,2017,black,12192,524,0.585,0.025
race,4_towns,Bloomfield,2017,other_race,1145,360,0.055,0.017
race,4_towns,Bolton,2017,total_pop,4947,26,NA,NA
race,4_towns,Bolton,2017,hispanic,229,130,0.046,0.026
race,4_towns,Bolton,2017,white,4433,244,0.896,0.049
race,4_towns,Bolton,2017,black,50,38,0.01,0.008
race,4_towns,Bolton,2017,other_race,235,179,0.048,0.036
race,4_towns,Bozrah,2017,total_pop,2587,20,NA,NA
race,4_towns,Bozrah,2017,hispanic,24,19,0.009,0.007
race,4_towns,Bozrah,2017,white,2348,115,0.908,0.044
race,4_towns,Bozrah,2017,black,66,83,0.026,0.032
race,4_towns,Bozrah,2017,other_race,149,81,0.058,0.031
race,4_towns,Branford,2017,total_pop,28149,36,NA,NA
race,4_towns,Branford,2017,hispanic,1291,404,0.046,0.014
race,4_towns,Branford,2017,white,24843,517,0.883,0.018
race,4_towns,Branford,2017,black,330,136,0.012,0.005
race,4_towns,Branford,2017,other_race,1685,400,0.06,0.014
race,4_towns,Bridgeport,2017,total_pop,147586,53,NA,NA
race,4_towns,Bridgeport,2017,hispanic,57920,1566,0.392,0.011
race,4_towns,Bridgeport,2017,white,31603,1459,0.214,0.01
race,4_towns,Bridgeport,2017,black,48807,1431,0.331,0.01
race,4_towns,Bridgeport,2017,other_race,9256,1042,0.063,0.007
race,4_towns,Bridgewater,2017,total_pop,1681,116,NA,NA
race,4_towns,Bridgewater,2017,hispanic,41,31,0.024,0.018
race,4_towns,Bridgewater,2017,white,1528,87,0.909,0.081
race,4_towns,Bridgewater,2017,black,65,83,0.039,0.049
race,4_towns,Bridgewater,2017,other_race,47,48,0.028,0.028
race,4_towns,Bristol,2017,total_pop,60498,55,NA,NA
race,4_towns,Bristol,2017,hispanic,8902,988,0.147,0.016
race,4_towns,Bristol,2017,white,46467,987,0.768,0.016
race,4_towns,Bristol,2017,black,2377,706,0.039,0.012
race,4_towns,Bristol,2017,other_race,2752,535,0.045,0.009
race,4_towns,Brookfield,2017,total_pop,17064,34,NA,NA
race,4_towns,Brookfield,2017,hispanic,968,359,0.057,0.021
race,4_towns,Brookfield,2017,white,14747,551,0.864,0.032
race,4_towns,Brookfield,2017,black,225,159,0.013,0.009
race,4_towns,Brookfield,2017,other_race,1124,375,0.066,0.022
race,4_towns,Brooklyn,2017,total_pop,8232,20,NA,NA
race,4_towns,Brooklyn,2017,hispanic,339,175,0.041,0.021
race,4_towns,Brooklyn,2017,white,7438,272,0.904,0.033
race,4_towns,Brooklyn,2017,black,142,60,0.017,0.007
race,4_towns,Brooklyn,2017,other_race,313,185,0.038,0.022
race,4_towns,Burlington,2017,total_pop,9598,35,NA,NA
race,4_towns,Burlington,2017,hispanic,281,141,0.029,0.015
race,4_towns,Burlington,2017,white,8942,228,0.932,0.024
race,4_towns,Burlington,2017,black,57,72,0.006,0.008
race,4_towns,Burlington,2017,other_race,318,156,0.033,0.016
race,4_towns,Canaan,2017,total_pop,1128,133,NA,NA
race,4_towns,Canaan,2017,hispanic,10,11,0.009,0.01
race,4_towns,Canaan,2017,white,1067,119,0.946,0.154
race,4_towns,Canaan,2017,black,35,34,0.031,0.03
race,4_towns,Canaan,2017,other_race,16,28,0.014,0.025
race,4_towns,Canterbury,2017,total_pop,5074,17,NA,NA
race,4_towns,Canterbury,2017,hispanic,20,19,0.004,0.004
race,4_towns,Canterbury,2017,white,4923,87,0.97,0.017
race,4_towns,Canterbury,2017,black,52,55,0.01,0.011
race,4_towns,Canterbury,2017,other_race,79,63,0.016,0.012
race,4_towns,Canton,2017,total_pop,10339,26,NA,NA
race,4_towns,Canton,2017,hispanic,631,368,0.061,0.036
race,4_towns,Canton,2017,white,8882,469,0.859,0.045
race,4_towns,Canton,2017,black,209,160,0.02,0.015
race,4_towns,Canton,2017,other_race,617,362,0.06,0.035
race,4_towns,Chaplin,2017,total_pop,2365,149,NA,NA
race,4_towns,Chaplin,2017,hispanic,144,105,0.061,0.044
race,4_towns,Chaplin,2017,white,2195,168,0.928,0.04
race,4_towns,Chaplin,2017,black,0,12,0,0.005
race,4_towns,Chaplin,2017,other_race,26,31,0.011,0.013
race,4_towns,Cheshire,2017,total_pop,29274,29,NA,NA
race,4_towns,Cheshire,2017,hispanic,1221,290,0.042,0.01
race,4_towns,Cheshire,2017,white,23984,525,0.819,0.018
race,4_towns,Cheshire,2017,black,1252,169,0.043,0.006
race,4_towns,Cheshire,2017,other_race,2817,425,0.096,0.015
race,4_towns,Chester,2017,total_pop,4286,21,NA,NA
race,4_towns,Chester,2017,hispanic,94,67,0.022,0.016
race,4_towns,Chester,2017,white,4054,130,0.946,0.03
race,4_towns,Chester,2017,black,28,32,0.007,0.007
race,4_towns,Chester,2017,other_race,110,86,0.026,0.02
race,4_towns,Clinton,2017,total_pop,13041,27,NA,NA
race,4_towns,Clinton,2017,hispanic,995,290,0.076,0.022
race,4_towns,Clinton,2017,white,11676,316,0.895,0.024
race,4_towns,Clinton,2017,black,65,47,0.005,0.004
race,4_towns,Clinton,2017,other_race,305,142,0.023,0.011
race,4_towns,Colchester,2017,total_pop,16015,21,NA,NA
race,4_towns,Colchester,2017,hispanic,264,118,0.016,0.007
race,4_towns,Colchester,2017,white,14709,397,0.918,0.025
race,4_towns,Colchester,2017,black,239,118,0.015,0.007
race,4_towns,Colchester,2017,other_race,803,361,0.05,0.023
race,4_towns,Colebrook,2017,total_pop,1471,150,NA,NA
race,4_towns,Colebrook,2017,hispanic,30,22,0.02,0.015
race,4_towns,Colebrook,2017,white,1429,147,0.971,0.013
race,4_towns,Colebrook,2017,black,0,12,0,0.008
race,4_towns,Colebrook,2017,other_race,12,26,0.008,0.018
race,4_towns,Columbia,2017,total_pop,5442,23,NA,NA
race,4_towns,Columbia,2017,hispanic,255,208,0.047,0.038
race,4_towns,Columbia,2017,white,5121,226,0.941,0.041
race,4_towns,Columbia,2017,black,6,13,0.001,0.002
race,4_towns,Columbia,2017,other_race,60,95,0.011,0.017
race,4_towns,Cornwall,2017,total_pop,1364,151,NA,NA
race,4_towns,Cornwall,2017,hispanic,94,78,0.069,0.057
race,4_towns,Cornwall,2017,white,1212,127,0.889,0.135
race,4_towns,Cornwall,2017,black,0,12,0,0.009
race,4_towns,Cornwall,2017,other_race,58,40,0.043,0.029
race,4_towns,Coventry,2017,total_pop,12458,47,NA,NA
race,4_towns,Coventry,2017,hispanic,398,300,0.032,0.024
race,4_towns,Coventry,2017,white,11681,344,0.938,0.027
race,4_towns,Coventry,2017,black,69,42,0.006,0.003
race,4_towns,Coventry,2017,other_race,310,184,0.025,0.015
race,4_towns,Cromwell,2017,total_pop,14021,23,NA,NA
race,4_towns,Cromwell,2017,hispanic,1385,372,0.099,0.027
race,4_towns,Cromwell,2017,white,11315,403,0.807,0.029
race,4_towns,Cromwell,2017,black,894,291,0.064,0.021
race,4_towns,Cromwell,2017,other_race,427,125,0.03,0.009
race,4_towns,Danbury,2017,total_pop,84573,38,NA,NA
race,4_towns,Danbury,2017,hispanic,26038,1784,0.308,0.021
race,4_towns,Danbury,2017,white,43610,1701,0.516,0.02
race,4_towns,Danbury,2017,black,5195,900,0.061,0.011
race,4_towns,Danbury,2017,other_race,9730,1206,0.115,0.014
race,4_towns,Darien,2017,total_pop,21742,38,NA,NA
race,4_towns,Darien,2017,hispanic,681,218,0.031,0.01
race,4_towns,Darien,2017,white,19208,467,0.883,0.021
race,4_towns,Darien,2017,black,143,101,0.007,0.005
race,4_towns,Darien,2017,other_race,1710,449,0.079,0.021
race,4_towns,Deep River,2017,total_pop,4547,47,NA,NA
race,4_towns,Deep River,2017,hispanic,164,118,0.036,0.026
race,4_towns,Deep River,2017,white,4130,199,0.908,0.043
race,4_towns,Deep River,2017,black,130,95,0.029,0.021
race,4_towns,Deep River,2017,other_race,123,80,0.027,0.018
race,4_towns,Derby,2017,total_pop,12700,21,NA,NA
race,4_towns,Derby,2017,hispanic,2992,773,0.236,0.061
race,4_towns,Derby,2017,white,8473,785,0.667,0.062
race,4_towns,Derby,2017,black,708,337,0.056,0.027
race,4_towns,Derby,2017,other_race,527,316,0.041,0.025
race,4_towns,Durham,2017,total_pop,7292,20,NA,NA
race,4_towns,Durham,2017,hispanic,110,85,0.015,0.012
race,4_towns,Durham,2017,white,6965,195,0.955,0.027
race,4_towns,Durham,2017,black,5,10,0.001,0.001
race,4_towns,Durham,2017,other_race,212,143,0.029,0.02
race,4_towns,East Granby,2017,total_pop,5220,141,NA,NA
race,4_towns,East Granby,2017,hispanic,314,221,0.06,0.042
race,4_towns,East Granby,2017,white,4445,308,0.852,0.054
race,4_towns,East Granby,2017,black,110,141,0.021,0.027
race,4_towns,East Granby,2017,other_race,351,171,0.067,0.033
race,4_towns,East Haddam,2017,total_pop,9072,32,NA,NA
race,4_towns,East Haddam,2017,hispanic,325,231,0.036,0.025
race,4_towns,East Haddam,2017,white,8375,332,0.923,0.036
race,4_towns,East Haddam,2017,black,132,136,0.015,0.015
race,4_towns,East Haddam,2017,other_race,240,192,0.026,0.021
race,4_towns,East Hampton,2017,total_pop,12890,33,NA,NA
race,4_towns,East Hampton,2017,hispanic,493,201,0.038,0.016
race,4_towns,East Hampton,2017,white,11598,308,0.9,0.024
race,4_towns,East Hampton,2017,black,181,140,0.014,0.011
race,4_towns,East Hampton,2017,other_race,618,201,0.048,0.016
race,4_towns,East Hartford,2017,total_pop,50812,37,NA,NA
race,4_towns,East Hartford,2017,hispanic,17331,1115,0.341,0.022
race,4_towns,East Hartford,2017,white,17498,854,0.344,0.017
race,4_towns,East Hartford,2017,black,12456,869,0.245,0.017
race,4_towns,East Hartford,2017,other_race,3527,600,0.069,0.012
race,4_towns,East Haven,2017,total_pop,29006,29,NA,NA
race,4_towns,East Haven,2017,hispanic,4244,598,0.146,0.021
race,4_towns,East Haven,2017,white,22278,865,0.768,0.03
race,4_towns,East Haven,2017,black,681,373,0.023,0.013
race,4_towns,East Haven,2017,other_race,1803,564,0.062,0.019
race,4_towns,East Lyme,2017,total_pop,18883,64,NA,NA
race,4_towns,East Lyme,2017,hispanic,1476,460,0.078,0.024
race,4_towns,East Lyme,2017,white,15433,473,0.817,0.025
race,4_towns,East Lyme,2017,black,599,143,0.032,0.008
race,4_towns,East Lyme,2017,other_race,1375,291,0.073,0.015
race,4_towns,East Windsor,2017,total_pop,11409,32,NA,NA
race,4_towns,East Windsor,2017,hispanic,739,391,0.065,0.034
race,4_towns,East Windsor,2017,white,8764,634,0.768,0.056
race,4_towns,East Windsor,2017,black,1090,467,0.096,0.041
race,4_towns,East Windsor,2017,other_race,816,222,0.072,0.019
race,4_towns,Eastford,2017,total_pop,1639,117,NA,NA
race,4_towns,Eastford,2017,hispanic,50,29,0.031,0.018
race,4_towns,Eastford,2017,white,1558,117,0.951,0.022
race,4_towns,Eastford,2017,black,4,6,0.002,0.004
race,4_towns,Eastford,2017,other_race,27,33,0.016,0.02
race,4_towns,Easton,2017,total_pop,7607,24,NA,NA
race,4_towns,Easton,2017,hispanic,370,189,0.049,0.025
race,4_towns,Easton,2017,white,7008,229,0.921,0.03
race,4_towns,Easton,2017,black,1,4,0,0.001
race,4_towns,Easton,2017,other_race,228,119,0.03,0.016
race,4_towns,Ellington,2017,total_pop,15948,33,NA,NA
race,4_towns,Ellington,2017,hispanic,622,269,0.039,0.017
race,4_towns,Ellington,2017,white,14020,443,0.879,0.028
race,4_towns,Ellington,2017,black,262,175,0.016,0.011
race,4_towns,Ellington,2017,other_race,1044,332,0.065,0.021
race,4_towns,Enfield,2017,total_pop,44608,75,NA,NA
race,4_towns,Enfield,2017,hispanic,3835,493,0.086,0.011
race,4_towns,Enfield,2017,white,35666,685,0.8,0.015
race,4_towns,Enfield,2017,black,2501,417,0.056,0.009
race,4_towns,Enfield,2017,other_race,2606,550,0.058,0.012
race,4_towns,Essex,2017,total_pop,6588,20,NA,NA
race,4_towns,Essex,2017,hispanic,238,126,0.036,0.019
race,4_towns,Essex,2017,white,5899,342,0.895,0.052
race,4_towns,Essex,2017,black,217,235,0.033,0.036
race,4_towns,Essex,2017,other_race,234,147,0.036,0.022
race,4_towns,Fairfield,2017,total_pop,61611,41,NA,NA
race,4_towns,Fairfield,2017,hispanic,3909,494,0.063,0.008
race,4_towns,Fairfield,2017,white,52369,826,0.85,0.013
race,4_towns,Fairfield,2017,black,875,192,0.014,0.003
race,4_towns,Fairfield,2017,other_race,4458,599,0.072,0.01
race,4_towns,Farmington,2017,total_pop,25596,32,NA,NA
race,4_towns,Farmington,2017,hispanic,1278,458,0.05,0.018
race,4_towns,Farmington,2017,white,20439,619,0.799,0.024
race,4_towns,Farmington,2017,black,506,159,0.02,0.006
race,4_towns,Farmington,2017,other_race,3373,378,0.132,0.015
race,4_towns,Franklin,2017,total_pop,1908,97,NA,NA
race,4_towns,Franklin,2017,hispanic,47,29,0.025,0.015
race,4_towns,Franklin,2017,white,1801,94,0.944,0.011
race,4_towns,Franklin,2017,black,12,18,0.006,0.009
race,4_towns,Franklin,2017,other_race,48,29,0.025,0.015
race,4_towns,Glastonbury,2017,total_pop,34688,34,NA,NA
race,4_towns,Glastonbury,2017,hispanic,1680,454,0.048,0.013
race,4_towns,Glastonbury,2017,white,29317,534,0.845,0.015
race,4_towns,Glastonbury,2017,black,513,206,0.015,0.006
race,4_towns,Glastonbury,2017,other_race,3178,356,0.092,0.01
race,4_towns,Goshen,2017,total_pop,2914,15,NA,NA
race,4_towns,Goshen,2017,hispanic,181,136,0.062,0.047
race,4_towns,Goshen,2017,white,2652,148,0.91,0.051
race,4_towns,Goshen,2017,black,23,35,0.008,0.012
race,4_towns,Goshen,2017,other_race,58,50,0.02,0.017
race,4_towns,Granby,2017,total_pop,11323,23,NA,NA
race,4_towns,Granby,2017,hispanic,98,70,0.009,0.006
race,4_towns,Granby,2017,white,10768,239,0.951,0.021
race,4_towns,Granby,2017,black,51,40,0.005,0.004
race,4_towns,Granby,2017,other_race,406,197,0.036,0.017
race,4_towns,Greenwich,2017,total_pop,62782,59,NA,NA
race,4_towns,Greenwich,2017,hispanic,7994,699,0.127,0.011
race,4_towns,Greenwich,2017,white,46448,949,0.74,0.015
race,4_towns,Greenwich,2017,black,1886,493,0.03,0.008
race,4_towns,Greenwich,2017,other_race,6454,662,0.103,0.011
race,4_towns,Griswold,2017,total_pop,11791,20,NA,NA
race,4_towns,Griswold,2017,hispanic,330,196,0.028,0.017
race,4_towns,Griswold,2017,white,10330,445,0.876,0.038
race,4_towns,Griswold,2017,black,193,168,0.016,0.014
race,4_towns,Griswold,2017,other_race,938,344,0.08,0.029
race,4_towns,Groton,2017,total_pop,39492,37,NA,NA
race,4_towns,Groton,2017,hispanic,5259,698,0.133,0.018
race,4_towns,Groton,2017,white,27841,804,0.705,0.02
race,4_towns,Groton,2017,black,2581,541,0.065,0.014
race,4_towns,Groton,2017,other_race,3811,543,0.097,0.014
race,4_towns,Guilford,2017,total_pop,22377,35,NA,NA
race,4_towns,Guilford,2017,hispanic,809,279,0.036,0.012
race,4_towns,Guilford,2017,white,20370,478,0.91,0.021
race,4_towns,Guilford,2017,black,86,52,0.004,0.002
race,4_towns,Guilford,2017,other_race,1112,396,0.05,0.018
race,4_towns,Haddam,2017,total_pop,8303,19,NA,NA
race,4_towns,Haddam,2017,hispanic,217,160,0.026,0.019
race,4_towns,Haddam,2017,white,7664,271,0.923,0.033
race,4_towns,Haddam,2017,black,67,63,0.008,0.008
race,4_towns,Haddam,2017,other_race,355,220,0.043,0.026
race,4_towns,Hamden,2017,total_pop,61493,49,NA,NA
race,4_towns,Hamden,2017,hispanic,6745,733,0.11,0.012
race,4_towns,Hamden,2017,white,35636,807,0.58,0.013
race,4_towns,Hamden,2017,black,14074,868,0.229,0.014
race,4_towns,Hamden,2017,other_race,5038,784,0.082,0.013
race,4_towns,Hampton,2017,total_pop,1829,114,NA,NA
race,4_towns,Hampton,2017,hispanic,47,26,0.026,0.014
race,4_towns,Hampton,2017,white,1728,118,0.945,0.026
race,4_towns,Hampton,2017,black,6,9,0.003,0.005
race,4_towns,Hampton,2017,other_race,48,34,0.026,0.019
race,4_towns,Hartford,2017,total_pop,124390,85,NA,NA
race,4_towns,Hartford,2017,hispanic,55086,1433,0.443,0.012
race,4_towns,Hartford,2017,white,18404,963,0.148,0.008
race,4_towns,Hartford,2017,black,43870,1437,0.353,0.012
race,4_towns,Hartford,2017,other_race,7030,894,0.057,0.007
race,4_towns,Hartland,2017,total_pop,2083,140,NA,NA
race,4_towns,Hartland,2017,hispanic,44,44,0.021,0.021
race,4_towns,Hartland,2017,white,1913,153,0.918,0.04
race,4_towns,Hartland,2017,black,7,8,0.003,0.004
race,4_towns,Hartland,2017,other_race,119,106,0.057,0.051
race,4_towns,Harwinton,2017,total_pop,5526,36,NA,NA
race,4_towns,Harwinton,2017,hispanic,53,47,0.01,0.009
race,4_towns,Harwinton,2017,white,5316,134,0.962,0.023
race,4_towns,Harwinton,2017,black,23,24,0.004,0.004
race,4_towns,Harwinton,2017,other_race,134,124,0.024,0.022
race,4_towns,Hebron,2017,total_pop,9550,19,NA,NA
race,4_towns,Hebron,2017,hispanic,208,152,0.022,0.016
race,4_towns,Hebron,2017,white,9074,197,0.95,0.021
race,4_towns,Hebron,2017,black,25,27,0.003,0.003
race,4_towns,Hebron,2017,other_race,243,114,0.025,0.012
race,4_towns,Kent,2017,total_pop,2853,22,NA,NA
race,4_towns,Kent,2017,hispanic,72,115,0.025,0.04
race,4_towns,Kent,2017,white,2441,280,0.856,0.098
race,4_towns,Kent,2017,black,193,226,0.068,0.079
race,4_towns,Kent,2017,other_race,147,126,0.052,0.044
race,4_towns,Killingly,2017,total_pop,17160,20,NA,NA
race,4_towns,Killingly,2017,hispanic,791,356,0.046,0.021
race,4_towns,Killingly,2017,white,15195,560,0.885,0.033
race,4_towns,Killingly,2017,black,308,115,0.018,0.007
race,4_towns,Killingly,2017,other_race,866,320,0.05,0.019
race,4_towns,Killingworth,2017,total_pop,6441,19,NA,NA
race,4_towns,Killingworth,2017,hispanic,128,83,0.02,0.013
race,4_towns,Killingworth,2017,white,6180,132,0.959,0.02
race,4_towns,Killingworth,2017,black,31,50,0.005,0.008
race,4_towns,Killingworth,2017,other_race,102,77,0.016,0.012
race,4_towns,Lebanon,2017,total_pop,7242,17,NA,NA
race,4_towns,Lebanon,2017,hispanic,124,108,0.017,0.015
race,4_towns,Lebanon,2017,white,6892,175,0.952,0.024
race,4_towns,Lebanon,2017,black,32,50,0.004,0.007
race,4_towns,Lebanon,2017,other_race,194,125,0.027,0.017
race,4_towns,Ledyard,2017,total_pop,14926,22,NA,NA
race,4_towns,Ledyard,2017,hispanic,925,199,0.062,0.013
race,4_towns,Ledyard,2017,white,12171,341,0.815,0.023
race,4_towns,Ledyard,2017,black,331,169,0.022,0.011
race,4_towns,Ledyard,2017,other_race,1499,339,0.1,0.023
race,4_towns,Lisbon,2017,total_pop,4300,16,NA,NA
race,4_towns,Lisbon,2017,hispanic,68,54,0.016,0.013
race,4_towns,Lisbon,2017,white,4059,123,0.944,0.028
race,4_towns,Lisbon,2017,black,18,27,0.004,0.006
race,4_towns,Lisbon,2017,other_race,155,95,0.036,0.022
race,4_towns,Litchfield,2017,total_pop,8252,19,NA,NA
race,4_towns,Litchfield,2017,hispanic,383,236,0.046,0.029
race,4_towns,Litchfield,2017,white,7636,265,0.925,0.032
race,4_towns,Litchfield,2017,black,55,44,0.007,0.005
race,4_towns,Litchfield,2017,other_race,178,106,0.022,0.013
race,4_towns,Lyme,2017,total_pop,2423,99,NA,NA
race,4_towns,Lyme,2017,hispanic,58,54,0.024,0.022
race,4_towns,Lyme,2017,white,2337,112,0.965,0.024
race,4_towns,Lyme,2017,black,0,12,0,0.005
race,4_towns,Lyme,2017,other_race,28,30,0.012,0.012
race,4_towns,Madison,2017,total_pop,18247,20,NA,NA
race,4_towns,Madison,2017,hispanic,165,105,0.009,0.006
race,4_towns,Madison,2017,white,17055,279,0.935,0.015
race,4_towns,Madison,2017,black,110,58,0.006,0.003
race,4_towns,Madison,2017,other_race,917,258,0.05,0.014
race,4_towns,Manchester,2017,total_pop,58172,45,NA,NA
race,4_towns,Manchester,2017,hispanic,7892,838,0.136,0.014
race,4_towns,Manchester,2017,white,33602,1098,0.578,0.019
race,4_towns,Manchester,2017,black,7999,1005,0.138,0.017
race,4_towns,Manchester,2017,other_race,8679,893,0.149,0.015
race,4_towns,Mansfield,2017,total_pop,26019,25,NA,NA
race,4_towns,Mansfield,2017,hispanic,1495,287,0.057,0.011
race,4_towns,Mansfield,2017,white,20024,437,0.77,0.017
race,4_towns,Mansfield,2017,black,1188,274,0.046,0.011
race,4_towns,Mansfield,2017,other_race,3312,346,0.127,0.013
race,4_towns,Marlborough,2017,total_pop,6420,18,NA,NA
race,4_towns,Marlborough,2017,hispanic,254,229,0.04,0.036
race,4_towns,Marlborough,2017,white,6018,282,0.937,0.044
race,4_towns,Marlborough,2017,black,68,84,0.011,0.013
race,4_towns,Marlborough,2017,other_race,80,90,0.012,0.014
race,4_towns,Meriden,2017,total_pop,60241,33,NA,NA
race,4_towns,Meriden,2017,hispanic,14537,1099,0.241,0.018
race,4_towns,Meriden,2017,white,37752,1272,0.627,0.021
race,4_towns,Meriden,2017,black,5742,799,0.095,0.013
race,4_towns,Meriden,2017,other_race,2210,523,0.037,0.009
race,4_towns,Middlebury,2017,total_pop,7658,34,NA,NA
race,4_towns,Middlebury,2017,hispanic,405,243,0.053,0.032
race,4_towns,Middlebury,2017,white,6635,333,0.866,0.043
race,4_towns,Middlebury,2017,black,79,70,0.01,0.009
race,4_towns,Middlebury,2017,other_race,539,217,0.07,0.028
race,4_towns,Middlefield,2017,total_pop,4402,18,NA,NA
race,4_towns,Middlefield,2017,hispanic,92,57,0.021,0.013
race,4_towns,Middlefield,2017,white,4224,99,0.96,0.022
race,4_towns,Middlefield,2017,black,2,5,0,0.001
race,4_towns,Middlefield,2017,other_race,84,87,0.019,0.02
race,4_towns,Middletown,2017,total_pop,46747,35,NA,NA
race,4_towns,Middletown,2017,hispanic,4315,516,0.092,0.011
race,4_towns,Middletown,2017,white,32486,675,0.695,0.014
race,4_towns,Middletown,2017,black,6064,384,0.13,0.008
race,4_towns,Middletown,2017,other_race,3882,382,0.083,0.008
race,4_towns,Milford,2017,total_pop,53867,29,NA,NA
race,4_towns,Milford,2017,hispanic,3620,584,0.067,0.011
race,4_towns,Milford,2017,white,45032,810,0.836,0.015
race,4_towns,Milford,2017,black,1553,461,0.029,0.009
race,4_towns,Milford,2017,other_race,3662,527,0.068,0.01
race,4_towns,Monroe,2017,total_pop,19766,38,NA,NA
race,4_towns,Monroe,2017,hispanic,837,298,0.042,0.015
race,4_towns,Monroe,2017,white,17558,540,0.888,0.027
race,4_towns,Monroe,2017,black,33,44,0.002,0.002
race,4_towns,Monroe,2017,other_race,1338,536,0.068,0.027
race,4_towns,Montville,2017,total_pop,19384,26,NA,NA
race,4_towns,Montville,2017,hispanic,1531,387,0.079,0.02
race,4_towns,Montville,2017,white,14292,596,0.737,0.031
race,4_towns,Montville,2017,black,900,226,0.046,0.012
race,4_towns,Montville,2017,other_race,2661,508,0.137,0.026
race,4_towns,Morris,2017,total_pop,2367,166,NA,NA
race,4_towns,Morris,2017,hispanic,77,50,0.033,0.021
race,4_towns,Morris,2017,white,2256,153,0.953,0.093
race,4_towns,Morris,2017,black,0,12,0,0.005
race,4_towns,Morris,2017,other_race,34,33,0.014,0.014
race,4_towns,Naugatuck,2017,total_pop,31649,41,NA,NA
